R_package,method,objective_name,dimension,starting_point,lower_bound,upper_bound,max_iterations,max_evaluations,all_params,value,solution,number_of_iterations,number_of_evaluations,convergence,message,execution_time,time_units,time_cluster
stats,optim,Rosenbrock,50,"(3.32807922968641, 3.69198368163779, 3.0583828757517, 4.32748819002882, -4.97753137722611, -3.64480991382152, -3.75987561885267, -1.33679582970217, 0.211906367912889, -0.353520358912647, -2.4467232497409, 2.81798365758732, 0.545546964276582, 3.42599308351055, -1.09558945754543, -0.193627362605184, -1.65541937341914, 2.60516367852688, -2.65485468087718, 0.834287144243717, 2.6868783053942, -0.21830766228959, -0.467601167038083, -4.39961774973199, 0.192488192114979, -0.123419426381588, 2.38225549692288, 3.89441400766373, -0.448141703382134, 3.24592704651877, -4.84315618406981, 1.94965751143172, -2.69967827713117, 1.59681057324633, -3.19289770442992, 3.34118232829496, -0.561409445945174, 3.20416810456663, -1.06405942933634, 1.3973129959777, 3.01404291996732, -3.01045405678451, 2.54018685547635, 1.47114276187494, -3.63203246146441, -0.649282766971737, 4.13993928581476, -4.91136766504496, -1.82044766144827, -2.32769314432517)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",5,-,"par = c(3.32807922968641, 3.69198368163779, 3.0583828757517, 4.32748819002882, -4.97753137722611, -3.64480991382152, -3.75987561885267, -1.33679582970217, 0.211906367912889, -0.353520358912647, -2.4467232497409, 2.81798365758732, 0.545546964276582, 3.42599308351055, -1.09558945754543, -0.193627362605184, -1.65541937341914, 2.60516367852688, -2.65485468087718, 0.834287144243717, 2.6868783053942, -0.21830766228959, -0.467601167038083, -4.39961774973199, 0.192488192114979, -0.123419426381588, 2.38225549692288, 
3.89441400766373, -0.448141703382134, 3.24592704651877, -4.84315618406981, 1.94965751143172, -2.69967827713117, 1.59681057324633, -3.19289770442992, 3.34118232829496, -0.561409445945174, 3.20416810456663, -1.06405942933634, 1.3973129959777, 3.01404291996732, -3.01045405678451, 2.54018685547635, 1.47114276187494, -3.63203246146441, -0.649282766971737, 4.13993928581476, -4.91136766504496, -1.82044766144827, -2.32769314432517), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, method = L-BFGS-B, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 5, factr = 0)",494.335282230164,"(0.794388084647421, 0.652574469529244, 0.520373264461857, 0.346792615203714, -0.379429571333385, -0.0930063991926644, -0.732681406339283, 0.787896871690219, 0.778154085446553, 0.634876848144947, 0.444732172592084, 0.407176371483701, 0.776352744010518, 0.882957751049979, 0.899908612219815, 0.698031064173255, 0.509756469422854, 0.313820980853885, -0.014885147905656, 0.592786335900854, 0.76744808936423, 0.533327326164147, 0.176696989428292, -0.495114328386908, 0.242431229893415, -0.274867117044828, 0.410112827847366, 0.684594579749807, 0.587680339622725, 0.337230310697312, -0.362633336226718, 0.123395021746049, -0.100925902269725, -0.0132254613845448, -0.324767814417258, 0.601371991992734, 0.689664869797248, 0.84660381558582, 0.847690823804725, 0.75321111863088, 0.527757108248342, -0.0163334187512079, 0.100477506611624, 0.0217927955134445, -0.58331006779313, 0.493245706251027, 0.30939633671311, -0.593517723578348, 0.343479420223953, 0.117340435840377)",8,8,1,NEW_X,0.0104432106018066,secs,0.01
GA,ga,Rosenbrock,50,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",4,-,"type = real-valued, fitness = function (x) 
{
    return(-Rosenbrock(x))
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), maxiter = 4",41436.9081076631,"(-1.64075871366165, 0.20916536221599, 0.661802450168594, -1.21257098452657, 1.68385852984777, 1.40225010661086, 0.374812636411773, -0.0139672769902838, -0.258547519100185, 0.0968297768669877, -0.743537162738375, -2.25529986517105, -0.752016376499467, -0.189733162423282, -0.381130906243059, 0.250288737400761, 0.229173617225557, 1.11089770230184, -2.28834249953655, 1.4620071530797, 0.233008952485202, -0.74825914162517, -0.565245164230863, -1.98130267115249, -0.784700077384084, 0.846653583534554, 1.64366836039063, -1.64908249316782, -2.68713545543544, 0.360963044574927, -0.0630508761017582, 0.414522119107951, -2.18427148603885, -0.0620899496997674, -1.34998836497772, -0.42377262894155, -0.342714777056075, -0.514457339609305, -0.230218340994537, -1.32293736579132, -0.361177837666317, -1.34906132686083, -0.347819401004881, -1.28899268523855, -0.0882271091717712, -2.32458160531704, 0.875579055467871, 2.98323817091845, -0.95700080303742, -3.00487807658704)",4,-,-,-,0.0103344917297363,secs,0.01
DEoptim,DEoptim,Rosenbrock,50,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",1,-,"fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(itermax = 1, reltol = 0)",293637.398799382,"(-2.32540121069178, 3.59449562383816, -1.45130501594394, 1.31569268880412, 1.21488637523726, 3.9854565449059, -2.08537420257926, -0.160207275766879, -1.53637774055824, -2.75278686080128, 2.3490248224698, 4.26463522482663, 4.47248174576089, 0.527030464727432, -0.155141779687256, -1.66164832189679, 0.663506423588842, 1.89828820992261, 2.02515244716778, -1.78759126923978, -0.383137108292431, 1.53190799755976, -1.82666613487527, -1.82955596596003, 0.505477357655764, 3.12663179356605, -0.696008002851158, -0.176394614391029, -0.537944182287902, 2.07300384296104, -0.816391664557159, -4.54077006783336, 0.95481151714921, -3.24925550958142, -0.854547119233757, -0.995456643868238, 3.43512542080134, 1.32240239297971, -4.60839893901721, 1.77270153770223, -0.173327170778066, -1.19419895345345, 0.44210878200829, -2.8003527619876, 0.487099445890635, 3.80223093321547, 1.38329493580386, 0.434198267757893, -2.74946810444817, -3.23270343476906)",1,4,-,-,0.233002901077271,secs,0.01
pso,psoptim,Rosenbrock,50,"(3.32807922968641, 3.69198368163779, 3.0583828757517, 4.32748819002882, -4.97753137722611, -3.64480991382152, -3.75987561885267, -1.33679582970217, 0.211906367912889, -0.353520358912647, -2.4467232497409, 2.81798365758732, 0.545546964276582, 3.42599308351055, -1.09558945754543, -0.193627362605184, -1.65541937341914, 2.60516367852688, -2.65485468087718, 0.834287144243717, 2.6868783053942, -0.21830766228959, -0.467601167038083, -4.39961774973199, 0.192488192114979, -0.123419426381588, 2.38225549692288, 3.89441400766373, -0.448141703382134, 3.24592704651877, -4.84315618406981, 1.94965751143172, -2.69967827713117, 1.59681057324633, -3.19289770442992, 3.34118232829496, -0.561409445945174, 3.20416810456663, -1.06405942933634, 1.3973129959777, 3.01404291996732, -3.01045405678451, 2.54018685547635, 1.47114276187494, -3.63203246146441, -0.649282766971737, 4.13993928581476, -4.91136766504496, -1.82044766144827, -2.32769314432517)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",7,-,"par = c(3.32807922968641, 3.69198368163779, 3.0583828757517, 4.32748819002882, -4.97753137722611, -3.64480991382152, -3.75987561885267, -1.33679582970217, 0.211906367912889, -0.353520358912647, -2.4467232497409, 2.81798365758732, 0.545546964276582, 3.42599308351055, -1.09558945754543, -0.193627362605184, -1.65541937341914, 2.60516367852688, -2.65485468087718, 0.834287144243717, 2.6868783053942, -0.21830766228959, -0.467601167038083, -4.39961774973199, 0.192488192114979, -0.123419426381588, 2.38225549692288, 
3.89441400766373, -0.448141703382134, 3.24592704651877, -4.84315618406981, 1.94965751143172, -2.69967827713117, 1.59681057324633, -3.19289770442992, 3.34118232829496, -0.561409445945174, 3.20416810456663, -1.06405942933634, 1.3973129959777, 3.01404291996732, -3.01045405678451, 2.54018685547635, 1.47114276187494, -3.63203246146441, -0.649282766971737, 4.13993928581476, -4.91136766504496, -1.82044766144827, -2.32769314432517), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 7, reltol = 0)",64594.6454660998,"(2.29406893459731, -1.37028773211075, -2.14765728040351, -2.14285985042948, 1.40996792558083, -0.980156692454232, 0.878502212180369, 0.462956698493799, 0.656312454892637, -0.333817326337689, -1.18419823215265, -0.127495624992473, 0.196570284404528, -2.05041375919664, -1.13575414546314, 0.475486634848378, -1.5543905152135, 1.22249445136335, -1.13927450129078, -1.05795246617819, 1.66087897338972, -1.09220868821557, -1.22169877230551, -0.320562330673561, -1.40090286055589, 1.46871653373663, 1.6557849685407, -2.43990554409522, -0.969531199237633, 0.0648953896537132, 0.618605510337502, 0.135055398257085, 1.05447180116462, 0.661278137634645, -1.33066342493388, -1.45186650143371, 2.10280366020513, -2.1936290974378, -2.81361397572377, -1.33763097564289, -0.311829543552101, -1.03832878983547, 1.79903365456549, -1.65132059251392, -1.39963538610424, -2.4101159257263, -2.35060545978121, 0.529969949384265, -0.295519594198084, -0.458470817095365)",7,168,2,Maximal number of iterations reached,0.00791454315185547,secs,0.01
ABCoptim,abc_optim,Rosenbrock,50,"(3.32807922968641, 3.69198368163779, 3.0583828757517, 4.32748819002882, -4.97753137722611, -3.64480991382152, -3.75987561885267, -1.33679582970217, 0.211906367912889, -0.353520358912647, -2.4467232497409, 2.81798365758732, 0.545546964276582, 3.42599308351055, -1.09558945754543, -0.193627362605184, -1.65541937341914, 2.60516367852688, -2.65485468087718, 0.834287144243717, 2.6868783053942, -0.21830766228959, -0.467601167038083, -4.39961774973199, 0.192488192114979, -0.123419426381588, 2.38225549692288, 3.89441400766373, -0.448141703382134, 3.24592704651877, -4.84315618406981, 1.94965751143172, -2.69967827713117, 1.59681057324633, -3.19289770442992, 3.34118232829496, -0.561409445945174, 3.20416810456663, -1.06405942933634, 1.3973129959777, 3.01404291996732, -3.01045405678451, 2.54018685547635, 1.47114276187494, -3.63203246146441, -0.649282766971737, 4.13993928581476, -4.91136766504496, -1.82044766144827, -2.32769314432517)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",4,-,"par = c(3.32807922968641, 3.69198368163779, 3.0583828757517, 4.32748819002882, -4.97753137722611, -3.64480991382152, -3.75987561885267, -1.33679582970217, 0.211906367912889, -0.353520358912647, -2.4467232497409, 2.81798365758732, 0.545546964276582, 3.42599308351055, -1.09558945754543, -0.193627362605184, -1.65541937341914, 2.60516367852688, -2.65485468087718, 0.834287144243717, 2.6868783053942, -0.21830766228959, -0.467601167038083, -4.39961774973199, 0.192488192114979, -0.123419426381588, 2.38225549692288, 
3.89441400766373, -0.448141703382134, 3.24592704651877, -4.84315618406981, 1.94965751143172, -2.69967827713117, 1.59681057324633, -3.19289770442992, 3.34118232829496, -0.561409445945174, 3.20416810456663, -1.06405942933634, 1.3973129959777, 3.01404291996732, -3.01045405678451, 2.54018685547635, 1.47114276187494, -3.63203246146441, -0.649282766971737, 4.13993928581476, -4.91136766504496, -1.82044766144827, -2.32769314432517), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lb = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), ub = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), criter = 2147483647, maxCycle = 4",137.234216448365,"(0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.820277684466226, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526)",4,-,-,-,0.00622987747192383,secs,0.01
nloptr,sbplx,Rosenbrock,50,"(3.32807922968641, 3.69198368163779, 3.0583828757517, 4.32748819002882, -4.97753137722611, -3.64480991382152, -3.75987561885267, -1.33679582970217, 0.211906367912889, -0.353520358912647, -2.4467232497409, 2.81798365758732, 0.545546964276582, 3.42599308351055, -1.09558945754543, -0.193627362605184, -1.65541937341914, 2.60516367852688, -2.65485468087718, 0.834287144243717, 2.6868783053942, -0.21830766228959, -0.467601167038083, -4.39961774973199, 0.192488192114979, -0.123419426381588, 2.38225549692288, 3.89441400766373, -0.448141703382134, 3.24592704651877, -4.84315618406981, 1.94965751143172, -2.69967827713117, 1.59681057324633, -3.19289770442992, 3.34118232829496, -0.561409445945174, 3.20416810456663, -1.06405942933634, 1.3973129959777, 3.01404291996732, -3.01045405678451, 2.54018685547635, 1.47114276187494, -3.63203246146441, -0.649282766971737, 4.13993928581476, -4.91136766504496, -1.82044766144827, -2.32769314432517)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,180,"x0 = c(3.32807922968641, 3.69198368163779, 3.0583828757517, 4.32748819002882, -4.97753137722611, -3.64480991382152, -3.75987561885267, -1.33679582970217, 0.211906367912889, -0.353520358912647, -2.4467232497409, 2.81798365758732, 0.545546964276582, 3.42599308351055, -1.09558945754543, -0.193627362605184, -1.65541937341914, 2.60516367852688, -2.65485468087718, 0.834287144243717, 2.6868783053942, -0.21830766228959, -0.467601167038083, -4.39961774973199, 0.192488192114979, -0.123419426381588, 2.38225549692288, 
3.89441400766373, -0.448141703382134, 3.24592704651877, -4.84315618406981, 1.94965751143172, -2.69967827713117, 1.59681057324633, -3.19289770442992, 3.34118232829496, -0.561409445945174, 3.20416810456663, -1.06405942933634, 1.3973129959777, 3.01404291996732, -3.01045405678451, 2.54018685547635, 1.47114276187494, -3.63203246146441, -0.649282766971737, 4.13993928581476, -4.91136766504496, -1.82044766144827, -2.32769314432517), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 180, xtol_rel = 0)",410535.34280137,"(1.40308451464762, 1.90240276169106, 1.15744694983308, 0.178469954684499, -4.8188906129144, 2.2570164429294, 1.08678236293599, -0.360233329702169, 0.00926964916288853, -0.0544480932876468, -0.0149300368502736, 0.0865344281736924, 0.076796964276582, 0.0320406698301667, 0.0152503862045705, -0.120385175105184, -1.65541937341914, 2.60516367852688, -2.65485468087718, 0.834287144243717, 2.6868783053942, -0.21830766228959, -0.467601167038083, -4.39961774973199, 0.192488192114979, -0.123419426381588, 2.38225549692288, 3.89441400766373, -0.448141703382134, 3.24592704651877, -4.84315618406981, 1.94965751143172, -2.69967827713117, 1.59681057324633, -3.19289770442992, 3.34118232829496, -0.561409445945174, 3.20416810456663, -1.06405942933634, 1.3973129959777, 3.01404291996732, -3.01045405678451, 2.54018685547635, 1.47114276187494, -3.63203246146441, -0.649282766971737, 4.13993928581476, -4.91136766504496, -1.82044766144827, -2.32769314432517)",180,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00722575187683105,secs,0.01
nloptr,cobyla,Rosenbrock,50,"(3.32807922968641, 3.69198368163779, 3.0583828757517, 4.32748819002882, -4.97753137722611, -3.64480991382152, -3.75987561885267, -1.33679582970217, 0.211906367912889, -0.353520358912647, -2.4467232497409, 2.81798365758732, 0.545546964276582, 3.42599308351055, -1.09558945754543, -0.193627362605184, -1.65541937341914, 2.60516367852688, -2.65485468087718, 0.834287144243717, 2.6868783053942, -0.21830766228959, -0.467601167038083, -4.39961774973199, 0.192488192114979, -0.123419426381588, 2.38225549692288, 3.89441400766373, -0.448141703382134, 3.24592704651877, -4.84315618406981, 1.94965751143172, -2.69967827713117, 1.59681057324633, -3.19289770442992, 3.34118232829496, -0.561409445945174, 3.20416810456663, -1.06405942933634, 1.3973129959777, 3.01404291996732, -3.01045405678451, 2.54018685547635, 1.47114276187494, -3.63203246146441, -0.649282766971737, 4.13993928581476, -4.91136766504496, -1.82044766144827, -2.32769314432517)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,65,"x0 = c(3.32807922968641, 3.69198368163779, 3.0583828757517, 4.32748819002882, -4.97753137722611, -3.64480991382152, -3.75987561885267, -1.33679582970217, 0.211906367912889, -0.353520358912647, -2.4467232497409, 2.81798365758732, 0.545546964276582, 3.42599308351055, -1.09558945754543, -0.193627362605184, -1.65541937341914, 2.60516367852688, -2.65485468087718, 0.834287144243717, 2.6868783053942, -0.21830766228959, -0.467601167038083, -4.39961774973199, 0.192488192114979, -0.123419426381588, 2.38225549692288, 
3.89441400766373, -0.448141703382134, 3.24592704651877, -4.84315618406981, 1.94965751143172, -2.69967827713117, 1.59681057324633, -3.19289770442992, 3.34118232829496, -0.561409445945174, 3.20416810456663, -1.06405942933634, 1.3973129959777, 3.01404291996732, -3.01045405678451, 2.54018685547635, 1.47114276187494, -3.63203246146441, -0.649282766971737, 4.13993928581476, -4.91136766504496, -1.82044766144827, -2.32769314432517), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 65, xtol_rel = 0)",385850.579914329,"(3.14286284365542, 3.54843705440706, 2.98746205511872, 4.13396966543243, -4.95970818719166, -2.47090384614811, -2.8570988803373, 1.808940877637, 0.11251364874922, -0.432274156553857, 0.0679519066706974, 2.45470225180867, 3.05594676949345, 3.17419138787407, 1.49613986498596, -0.262088204397913, -1.65753938767044, 2.12906969592428, -0.815538207680317, 0.712045908501954, 2.28848373699186, -0.219951030214406, -0.559149207860475, -3.90924168273402, 2.71976567259682, 2.41902356107149, 1.74330306254516, 3.74451144037211, 2.18507007480624, 2.87811418852101, -4.72155450328722, 1.33755392822537, -0.915357540468993, 0.972635342920294, -1.78281196690567, 3.06830187215396, 2.0389938396814, 2.89426576368859, 1.51913665663387, 1.14790074095828, 2.61640474804824, -1.44247458415424, 2.17864297862378, 0.932369972064118, -2.50573347564455, 1.92430385561957, 4.01629736213704, -4.84329577239823, 0.919378391401379, 0.185096084475876)",65,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00888681411743164,secs,0.01
