R_package,method,objective_name,dimension,starting_point,lower_bound,upper_bound,max_iterations,max_evaluations,value,solution,number_of_iterations,number_of_evaluations,convergence,message,execution_time,time_units,time_cluster
ABCoptim,abc_optim,Rosenbrock,10,"(-3.3439844334498, -0.248828895855695, -0.477509563788772, 3.17330101737753, -0.294467580970377, -1.32796183694154, -1.7961287824437, -3.58074734453112, -2.6284551108256, -2.2779870708473)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",5,-,25.2605796456443,"(0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526)",5,-,-,-,0.00749754905700684,secs,0.01
nloptr,sbplx,Rosenbrock,10,"(-3.3439844334498, -0.248828895855695, -0.477509563788772, 3.17330101737753, -0.294467580970377, -1.32796183694154, -1.7961287824437, -3.58074734453112, -2.6284551108256, -2.2779870708473)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,180,13.6913387916897,"(0.217937464693868, 0.045360557269305, -0.00875956378877163, 0.00474413243834648, -0.0948941739344539, 0.14664753805846, -0.102708372287452, -0.0240528345589542, 0.0505478232235514, -0.056181965532756)",180,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0100023746490479,secs,0.01
nloptr,cobyla,Rosenbrock,10,"(-3.3439844334498, -0.248828895855695, -0.477509563788772, 3.17330101737753, -0.294467580970377, -1.32796183694154, -1.7961287824437, -3.58074734453112, -2.6284551108256, -2.2779870708473)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,170,9.66588779042574,"(-0.633598904582845, 0.409324273991014, 0.161719039926381, 0.0296010663454746, 0.01052002468638, 0.0262333823922148, 0.0021030360434473, 0.0149812589381827, 0.0126790936406376, 0.00981957484150527)",170,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0137462615966797,secs,0.01
nloptr,bobyqa,Rosenbrock,10,"(-3.3439844334498, -0.248828895855695, -0.477509563788772, 3.17330101737753, -0.294467580970377, -1.32796183694154, -1.7961287824437, -3.58074734453112, -2.6284551108256, -2.2779870708473)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,170,12.7043482842356,"(-0.935311089663209, 0.900201452918192, 0.826887598072872, 0.699496348781974, 0.444242677177677, 0.143778601145896, -0.153760680269358, -0.0116754191109933, 0.0187505307353896, -0.0809224008845531)",170,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0110945701599121,secs,0.01
stats,optim,Rosenbrock,10,"(-3.78346613142639, 1.08247472438961, 0.505689370911568, 2.03411751659587, -3.57824614970013, -2.62096761725843, -4.5770052424632, 1.36249085655436, -1.50734458584338, 1.02491630939767)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",27,-,7.87794514980176,"(-0.952893874137718, 0.912265653533095, 0.823216966478743, 0.669386849861618, 0.436983555115961, 0.190654507490344, 0.0336983725307121, 0.0119321225521403, 0.00607357404153498, -0.00303319327769431)",36,36,1,NEW_X,0.00952672958374023,secs,0.01
GA,ga,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",4,-,827.116225877332,"(0.523931253212925, 1.26212994130585, -0.157987391195566, -0.450621513396836, -0.704052345324497, -0.0600717245559388, -0.574063662038379, 0.7869574160335, 0.957234066166603, 2.36954909477221)",4,-,-,-,0.0125393867492676,secs,0.01
DEoptim,DEoptim,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",4,-,10320.1449699133,"(-2.09791281204671, -0.47759062377736, 2.2018983643502, 0.170246006920934, 1.87930552242324, -0.456657523754984, 1.70222646323964, -0.477484946604818, 0.900248073041439, -3.6636390700005)",4,10,-,-,0.00833225250244141,secs,0.01
pso,psoptim,Rosenbrock,10,"(-3.78346613142639, 1.08247472438961, 0.505689370911568, 2.03411751659587, -3.57824614970013, -2.62096761725843, -4.5770052424632, 1.36249085655436, -1.50734458584338, 1.02491630939767)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",14,-,625.015794578963,"(-0.977366910711629, 0.0376076359553636, 0.725223430344221, 0.368553702641218, -0.312299116087993, 0.2875690559481, -1.47481449624358, 1.43370524037611, 1.01608643010677, 0.378151642670082)",14,224,2,Maximal number of iterations reached,0.0228371620178223,secs,0.01
ABCoptim,abc_optim,Rosenbrock,10,"(-3.78346613142639, 1.08247472438961, 0.505689370911568, 2.03411751659587, -3.57824614970013, -2.62096761725843, -4.5770052424632, 1.36249085655436, -1.50734458584338, 1.02491630939767)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",5,-,25.2605796456443,"(0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526)",5,-,-,-,0.0109639167785645,secs,0.01
nloptr,sbplx,Rosenbrock,10,"(-3.78346613142639, 1.08247472438961, 0.505689370911568, 2.03411751659587, -3.57824614970013, -2.62096761725843, -4.5770052424632, 1.36249085655436, -1.50734458584338, 1.02491630939767)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,180,20461.150124422,"(-0.82578918115926, 0.590087289979382, 0.237475852724445, -0.153064488139872, 0.214769867681222, -0.0160642282891309, -3.94361869094865, 2.20184658751918, 1.6381840351333, 2.39210380939767)",180,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.011528491973877,secs,0.01
nloptr,cobyla,Rosenbrock,10,"(-3.78346613142639, 1.08247472438961, 0.505689370911568, 2.03411751659587, -3.57824614970013, -2.62096761725843, -4.5770052424632, 1.36249085655436, -1.50734458584338, 1.02491630939767)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,170,483.925596613272,"(-0.438534794459937, -0.0131742888029453, -0.0137737280200583, -0.263147424465614, -0.0209573602857068, 0.000373228059223742, -1.54684206100941, 1.05679102716264, 0.558498852550051, 0.0190667443143791)",170,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0110158920288086,secs,0.01
nloptr,bobyqa,Rosenbrock,10,"(-3.78346613142639, 1.08247472438961, 0.505689370911568, 2.03411751659587, -3.57824614970013, -2.62096761725843, -4.5770052424632, 1.36249085655436, -1.50734458584338, 1.02491630939767)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,170,107.521542249303,"(-0.997901713509684, 0.588367581937236, 0.157072936418105, -0.305975262778457, -0.585894077003668, 0.37612230343301, -0.229352868859552, 0.198668251357846, 0.0253361980817078, -0.12745597088226)",170,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00986337661743164,secs,0.01
stats,optim,Rosenbrock,10,"(4.36486024409533, 3.95509919617325, 3.55510673252866, 4.81024686479941, -3.95186709240079, 4.28061356768012, 1.97854726575315, 1.78721936652437, 2.44932340923697, -3.61289386171848)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",27,-,3.61213305972701,"(0.969354821647944, 0.940340392137188, 0.883758976369431, 0.785346577515606, 0.60526486369903, 0.34875929840201, 0.0882797884051136, 0.00579886185267148, 0.00884565447274685, -0.00227912541118179)",31,31,1,NEW_X,0.00890445709228516,secs,0.01
GA,ga,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",4,-,2561.30097897532,"(-1.73163933988785, -0.325256588834573, -0.830487626443947, -0.432981300854272, 1.50299155767943, -0.0920578502757286, -0.913761258996303, -0.775349777831757, -0.316673275126482, 0.898974334864403)",4,-,-,-,0.0141458511352539,secs,0.01
DEoptim,DEoptim,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",4,-,8790.00004593714,"(-0.693877288140357, 2.60827580234036, 1.56545944930986, 0.221221757121384, -1.04383618105203, 0.0918259005993605, -2.55123230163008, 1.35398264741525, -1.68280785670504, 1.10447272425517)",4,10,-,-,0.00952696800231934,secs,0.01
pso,psoptim,Rosenbrock,10,"(4.36486024409533, 3.95509919617325, 3.55510673252866, 4.81024686479941, -3.95186709240079, 4.28061356768012, 1.97854726575315, 1.78721936652437, 2.44932340923697, -3.61289386171848)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",14,-,869.896327721702,"(-0.446308452147184, 1.20808701595433, 0.422332313374468, -1.04625719917332, 1.10778925590037, -0.0227605176149592, -0.500831852873844, 0.621445753162721, -1.18626938750919, 2.13725056662923)",14,224,2,Maximal number of iterations reached,0.0107779502868652,secs,0.01
ABCoptim,abc_optim,Rosenbrock,10,"(4.36486024409533, 3.95509919617325, 3.55510673252866, 4.81024686479941, -3.95186709240079, 4.28061356768012, 1.97854726575315, 1.78721936652437, 2.44932340923697, -3.61289386171848)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",5,-,24.9859740495418,"(0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.826998877486115, 0.789473684210526)",5,-,-,-,0.00844073295593262,secs,0.01
nloptr,sbplx,Rosenbrock,10,"(4.36486024409533, 3.95509919617325, 3.55510673252866, 4.81024686479941, -3.95186709240079, 4.28061356768012, 1.97854726575315, 1.78721936652437, 2.44932340923697, -3.61289386171848)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,180,32781.685587803,"(1.40691853977485, 1.93817725121342, 2.32918664178478, 4.45754298190568, 2.42848521354782, 1.64886354771808, 1.23635976575315, 1.25987561652437, 1.19932340923697, 1.46433275846423)",180,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0123355388641357,secs,0.01
nloptr,cobyla,Rosenbrock,10,"(4.36486024409533, 3.95509919617325, 3.55510673252866, 4.81024686479941, -3.95186709240079, 4.28061356768012, 1.97854726575315, 1.78721936652437, 2.44932340923697, -3.61289386171848)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,170,3883.67739357657,"(1.45900571191116, 1.29247021483378, 1.61727289879933, 2.74099932395683, 1.70135918239855, 1.03964694824753, 0.33164853684983, 0.273216609639951, 0.467538570491622, -0.105438188091889)",170,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0108046531677246,secs,0.01
nloptr,bobyqa,Rosenbrock,10,"(4.36486024409533, 3.95509919617325, 3.55510673252866, 4.81024686479941, -3.95186709240079, 4.28061356768012, 1.97854726575315, 1.78721936652437, 2.44932340923697, -3.61289386171848)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,170,232.643802682492,"(1.39491314181567, 1.46018385454535, 1.25412723954385, 1.36464070065504, 0.909129170808272, 0.890400382865334, 1.30602540924227, 1.4560528396221, 2.2347821985768, 4.96439508942949)",170,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0102765560150146,secs,0.01
stats,optim,Rosenbrock,10,"(-4.99286727048457, 4.35576336923987, -0.655028885230422, 2.95840409584343, -4.40878282301128, 0.712449885904789, 3.76868066843599, 2.13747343979776, -3.49201653618366, -4.22333111055195)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",27,-,7.6804182819067,"(-0.954267675951798, 0.929436345873606, 0.861790313720774, 0.741068569277754, 0.55105457608341, 0.28171000242107, 0.0576934823356087, 0.0221672048299832, -0.00115657940419976, -0.0197257081193134)",38,38,1,NEW_X,0.00945377349853516,secs,0.01
GA,ga,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",4,-,2391.86321924939,"(-0.744300001927967, -0.79373680745333, 2.0921071237587, 1.7570710477463, 1.17952786008949, 0.31277781958823, -0.616963341793908, -1.35922264972605, -0.280320680815482, -0.143039890561136)",4,-,-,-,0.00812983512878418,secs,0.01
DEoptim,DEoptim,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",4,-,6724.17609502097,"(0.137832580134273, -1.33887289324775, 2.39938147366047, -0.79883610829711, 0.507903674151748, -0.449065049178898, -0.990638458169997, 1.74705468658358, 2.30613332940266, 0.985901493113488)",4,10,-,-,0.00813555717468262,secs,0.01
pso,psoptim,Rosenbrock,10,"(-4.99286727048457, 4.35576336923987, -0.655028885230422, 2.95840409584343, -4.40878282301128, 0.712449885904789, 3.76868066843599, 2.13747343979776, -3.49201653618366, -4.22333111055195)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",14,-,457.57041205237,"(0.657677036670736, 0.00644942889477798, -0.196483654085841, -0.108222328028919, -1.085703537633, -0.144226257275217, -0.510511509523716, -0.0571763653811795, -0.537904825696546, -0.453181761693075)",14,224,2,Maximal number of iterations reached,0.00841784477233887,secs,0.01
ABCoptim,abc_optim,Rosenbrock,10,"(-4.99286727048457, 4.35576336923987, -0.655028885230422, 2.95840409584343, -4.40878282301128, 0.712449885904789, 3.76868066843599, 2.13747343979776, -3.49201653618366, -4.22333111055195)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",5,-,22.8800378649929,"(0.924292372441605, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526)",5,-,-,-,0.00716304779052734,secs,0.01
nloptr,sbplx,Rosenbrock,10,"(-4.99286727048457, 4.35576336923987, -0.655028885230422, 2.95840409584343, -4.40878282301128, 0.712449885904789, 3.76868066843599, 2.13747343979776, -3.49201653618366, -4.22333111055195)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,180,21354.4302046821,"(-3.78954278667962, 2.43100344468469, 1.33715861476958, 0.294556246978036, -2.74016753868096, 1.99755963153406, 0.974449276351214, 0.535454063913572, 0.0909168304815466, -0.0673182397213168)",180,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00981616973876953,secs,0.01
nloptr,cobyla,Rosenbrock,10,"(-4.99286727048457, 4.35576336923987, -0.655028885230422, 2.95840409584343, -4.40878282301128, 0.712449885904789, 3.76868066843599, 2.13747343979776, -3.49201653618366, -4.22333111055195)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,170,54200.3731797901,"(-4.98126560406226, 2.43546498499905, 1.38884391390439, 0.470435831551987, -1.32174221342586, 1.05019779329324, 1.01834171814781, 0.982590002062229, 0.0138570422312272, -3.77578997991937)",170,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0119144916534424,secs,0.01
nloptr,bobyqa,Rosenbrock,10,"(-4.99286727048457, 4.35576336923987, -0.655028885230422, 2.95840409584343, -4.40878282301128, 0.712449885904789, 3.76868066843599, 2.13747343979776, -3.49201653618366, -4.22333111055195)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,170,53336.4755941736,"(-4.99488131515727, 2.42636166701039, 1.33616150669445, 0.782394879188738, -0.692110784691012, 0.12917033391593, 0.364578567416106, 0.643566371725462, 0.112284073308795, -1.27483526104122)",170,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0141549110412598,secs,0.01
stats,optim,Rosenbrock,10,"(-0.118144361767918, 3.2300838897936, -3.78040591022, -2.4252201593481, 4.81266988208517, 0.24474035250023, -2.76601564139128, -0.853119192179292, 2.09533102111891, 1.91250710515305)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",27,-,5.75954292672963,"(0.860926577382256, 0.743622996432984, 0.548285146669148, 0.277783149048343, 0.0565870380651697, 0.00805298649684671, 0.0139680942559478, 0.016183842277948, 0.00778770836829001, -0.000465944939380617)",37,37,1,NEW_X,0.0148921012878418,secs,0.01
GA,ga,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",4,-,2389.46302164223,"(-0.920422118381419, -0.317024319755669, 0.0565091438353412, -1.29691369505594, 0.225985976369568, 0.214195903344352, 0.0831036209699476, 1.6681487813904, -0.909600148309358, 2.28640523460153)",4,-,-,-,0.0318319797515869,secs,0.01
DEoptim,DEoptim,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",4,-,3586.49535546693,"(0.0121595673263073, -0.181816460099071, 0.976431460585445, 0.504549623001367, 0.302722802385688, -0.142379393801093, -0.725361974909902, -1.77874434739351, 0.139305429998785, -4.39737576525658)",4,10,-,-,0.0107612609863281,secs,0.01
pso,psoptim,Rosenbrock,10,"(-0.118144361767918, 3.2300838897936, -3.78040591022, -2.4252201593481, 4.81266988208517, 0.24474035250023, -2.76601564139128, -0.853119192179292, 2.09533102111891, 1.91250710515305)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",14,-,1888.31192037034,"(1.74452998144144, -0.616239149674352, 0.755091701251536, 0.190811078165376, 0.788344393403153, -1.18882303938645, 1.17702956724754, 0.503563915574152, 0.251669832797611, 0.722006656869444)",14,224,2,Maximal number of iterations reached,0.00876569747924805,secs,0.01
ABCoptim,abc_optim,Rosenbrock,10,"(-0.118144361767918, 3.2300838897936, -3.78040591022, -2.4252201593481, 4.81266988208517, 0.24474035250023, -2.76601564139128, -0.853119192179292, 2.09533102111891, 1.91250710515305)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",5,-,24.9656891295129,"(0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.817325516162734, 0.789473684210526, 0.789473684210526)",5,-,-,-,0.00838208198547363,secs,0.01
nloptr,sbplx,Rosenbrock,10,"(-0.118144361767918, 3.2300838897936, -3.78040591022, -2.4252201593481, 4.81266988208517, 0.24474035250023, -2.76601564139128, -0.853119192179292, 2.09533102111891, 1.91250710515305)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,180,1743.095623731,"(0.124165208544582, 0.0621856824766615, -1.30186012437926, 2.2622798406519, 1.79873933588974, 1.3116837851144, 1.45542941125314, 1.41345647307686, 1.92931539611891, 3.63774551384477)",180,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0109233856201172,secs,0.01
nloptr,cobyla,Rosenbrock,10,"(-0.118144361767918, 3.2300838897936, -3.78040591022, -2.4252201593481, 4.81266988208517, 0.24474035250023, -2.76601564139128, -0.853119192179292, 2.09533102111891, 1.91250710515305)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,170,17673.7342538458,"(0.501183400887232, -0.00655140509284315, -1.08522140287814, 1.99553490533138, 3.84825381385927, 1.94663677283454, 1.14177718524167, 0.251463128986561, -0.844279646064883, 1.19029299451414)",170,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0112521648406982,secs,0.01
nloptr,bobyqa,Rosenbrock,10,"(-0.118144361767918, 3.2300838897936, -3.78040591022, -2.4252201593481, 4.81266988208517, 0.24474035250023, -2.76601564139128, -0.853119192179292, 2.09533102111891, 1.91250710515305)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,170,1495.29402113396,"(0.186649578520751, -0.295202881062824, 0.402796319095208, -1.38233405889186, 2.13234965358553, 1.65333835240558, 1.37583792120285, 0.917142525119785, -0.0871595840029079, 0.41436222453854)",170,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00893855094909668,secs,0.01
stats,optim,Rosenbrock,10,"(-3.52965609170496, -2.93987306999043, -2.96669388655573, 0.986056693363935, -1.59709076862782, -4.4804404838942, -4.09721280215308, -4.71238212427124, 4.78305794531479, 1.93629950052127)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",27,-,1.67402292031748,"(0.997293078114798, 0.983212749340552, 0.967064151809367, 0.920925196484619, 0.853338726094553, 0.740611825985294, 0.562043059342836, 0.333156164604234, 0.0986509559123496, -0.0020014731954211)",35,35,1,NEW_X,0.00866818428039551,secs,0.01
GA,ga,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",4,-,1120.57319292248,"(-2.06203892945977, 1.52196463565828, 1.43155067688089, 1.06834731849462, 0.951217234050928, 1.08007622482875, 0.268514966917583, -0.590981068557972, 0.799491529681901, 1.24089740922655)",4,-,-,-,0.0112719535827637,secs,0.01
DEoptim,DEoptim,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",4,-,4027.51394858522,"(-1.00973493931815, 1.00019119493663, 1.10673001967371, -1.83506553526968, 0.502479637507349, 0.562885103281587, -0.356699682306498, 1.28548420034349, 0.417954227887094, 4.54833072144538)",4,10,-,-,0.00988149642944336,secs,0.01
pso,psoptim,Rosenbrock,10,"(-3.52965609170496, -2.93987306999043, -2.96669388655573, 0.986056693363935, -1.59709076862782, -4.4804404838942, -4.09721280215308, -4.71238212427124, 4.78305794531479, 1.93629950052127)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",14,-,842.466876191929,"(1.20562614556275, 1.42797952259988, 0.215085444068749, 0.482996259611614, -1.0670874128026, 0.166834645210443, 0.940367290317608, 1.51017280563142, 1.52461066348977, 1.68524715342633)",14,224,2,Maximal number of iterations reached,0.0105588436126709,secs,0.01
ABCoptim,abc_optim,Rosenbrock,10,"(-3.52965609170496, -2.93987306999043, -2.96669388655573, 0.986056693363935, -1.59709076862782, -4.4804404838942, -4.09721280215308, -4.71238212427124, 4.78305794531479, 1.93629950052127)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",5,-,25.2605796456443,"(0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526, 0.789473684210526)",5,-,-,-,0.0126523971557617,secs,0.01
nloptr,sbplx,Rosenbrock,10,"(-3.52965609170496, -2.93987306999043, -2.96669388655573, 0.986056693363935, -1.59709076862782, -4.4804404838942, -4.09721280215308, -4.71238212427124, 4.78305794531479, 1.93629950052127)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,180,7277.31554277448,"(-0.0146151859371457, 0.654077850405091, 0.162175524201923, -0.0686308066360652, -0.434555504535764, 1.05272433506596, 1.59061103271938, -1.7776116613514, 3.48567384304122, 4.92225922589258)",180,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0107762813568115,secs,0.01
nloptr,cobyla,Rosenbrock,10,"(-3.52965609170496, -2.93987306999043, -2.96669388655573, 0.986056693363935, -1.59709076862782, -4.4804404838942, -4.09721280215308, -4.71238212427124, 4.78305794531479, 1.93629950052127)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,170,1115.12740125386,"(-0.733018396450563, -0.0268843079346101, -0.502364687919645, -0.000369071900730973, -0.131004743791588, -0.848682582466099, 0.0306660622424159, -1.85426651637955, 2.69141920642816, 5)",170,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0123500823974609,secs,0.01
nloptr,bobyqa,Rosenbrock,10,"(-3.52965609170496, -2.93987306999043, -2.96669388655573, 0.986056693363935, -1.59709076862782, -4.4804404838942, -4.09721280215308, -4.71238212427124, 4.78305794531479, 1.93629950052127)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,170,292.700713158641,"(-0.28193100682326, 0.218118461767799, -0.231491316472479, -0.137328540634743, -0.0240030147917465, -0.57585093827312, 0.353503374602041, -1.02458343138437, 1.97763181796822, 4.27953287313041)",170,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0124306678771973,secs,0.01
stats,optim,Rosenbrock,10,"(-0.381706755142659, -3.94145275931805, 1.47726789815351, -2.22679807338864, -1.36744784424081, 0.452502365224063, 3.81114942021668, -3.97982907248661, -4.5665734121576, 1.16718644276261)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",27,-,2.04712075129459,"(0.994701474561371, 0.985759862050749, 0.964359222204165, 0.921542662356157, 0.842996392171114, 0.706295706680338, 0.490226623630625, 0.217841649718827, 0.0320333226343765, 0.0146264402517547)",35,35,1,NEW_X,0.0085761547088623,secs,0.01
GA,ga,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",4,-,1066.34732067031,"(0.496097446830761, 0.705542825333839, -1.35541742499216, 0.026299162759128, 0.166822050684589, -0.546351455648656, 0.759466133625304, 0.0897152022606942, -1.02122463333333, -0.269904945227209)",4,-,-,-,0.0101535320281982,secs,0.01
